Title,Identifier,Subject,Description,Creator,Format,Date,Medium,Donor,Citation,Tags,Image URL,Collection Link
Palo Alto,2024.16,Graphic Arts-Prints,"Print by the title ""Palo Alto"" done by lithographic process on Arches 88 paper in 1978 by American artist Robert Motherwell (1915-1991) as indicated by his signature in pencil. Also marked in pencil with the edition number ""20"" of an edition of 40 produced. The print was published by Gemini G. E. L.Black symbol on red background.","Robert Motherwell (American, 1915-1991)",PrintImage Size: 36 inches x 24 inches,1978,Lithographic process on Arches 88 paper,Gift of Jeffrey L. Horrell '75 and Rodney F. Rose,"Robert Motherwell (American, 1915-1991), “Palo Alto,”Richard and Carole Cocks Art Museum at Miami University, accessed April 10, 2025,https://miamiuniversityartmuseum.omeka.net/items/show/20704.","['20th Century', 'African Oceanic and New World Cultures', 'African Oceanic and New World Cultures-North America', 'American', 'Arches 88 paper', 'Black', 'Graphic Arts', 'Graphic Arts-Prints', 'Lithograph', 'North American', 'Paper', 'Print', 'Red', 'Robert Motherwell', 'Symbol', 'United States']",https://d1y502jg6fpugt.cloudfront.net/29278/archive/files/c38560b0be92dbf11a6b731e52b8e1cd.jpg?Expires=1745452800&Signature=GXUQ0CXiHtxIu-mzUEUGIbfUszWh4de4%7E8OF3tnytBbW8ZpRKUSY45N%7EFF5GT6TukTVjWRmDW0DqFIZWR45VuIamza7HuqkjvKOIEl4INYd5jcmVqrcl-Kz2k40rRRinT485csNc%7E6-9Dz7JpBlYSSYD1UiFxZ6NWJaCvBSuhYsdK8%7ElkXK0zOCTICjZVBQNOHP5QON2xWVny0XqozHhNn2Jzp7SfqXKTT-sFdfPLL9RFhRhkdxrhGpfehz7gGfjUrVj43hKc-g90VbV0Tg5ozhW53c4N-K58DEGb7JtHBNeKxNwyukO36Yc1a%7ExRD6ttyokafqN9i2MCeMrg5t3EA__&Key-Pair-Id=K6UGZS9ZTDSZM,/collections/show/25
